"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"gene_synonyms"	"product_synonyms"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_strand"	"Zika_type"	"Zika_gene_id"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_TF"	"Zika_start"	"Zika_stop"	"Zika_TF"
"b4257"	"yjgN"	4479730	4480926	"+"	0	"b4257,ECK120004382,ECK4250,G7887,yjgN"	"ECK120008821,YjgN,YP_026288.1"	"ECK120004382"	"yjgN"	"b4257"	"+"	NA	"ECK120008821"	"inner membrane protein YjgN"	NA	"b4257"	"yjgN"	NA	"conserved inner membrane protein YjgN"	"+"	"CDS"	"3960"	4479730	4480926	0	4479730	4480926	NA
"b4258"	"valS"	4480982	4483837	"-"	0	"b4258,ECK120001056,ECK4251,EG11067,val-act,valS"	"ECK120005532,NP_418679.1,val-act,ValS"	"ECK120001056"	"valS"	"b4258"	"-"	NA	"ECK120005532"	"valine&mdash;tRNA ligase"	NA	"b4258"	"valS"	NA	"valine--tRNA ligase"	"-"	"CDS"	"3961"	4480982	4483837	0	4480982	4483837	NA
"b4259"	"holC"	4483837	4484280	"-"	0	"b4259,ECK120001379,ECK4252,EG11413,holC"	"ECK120005855,HolC,NP_418680.1"	"ECK120001379"	"holC"	"b4259"	"-"	NA	"ECK120005855"	"DNA polymerase III subunit &chi;"	NA	"b4259"	"holC"	NA	"DNA polymerase III subunit chi"	"-"	"CDS"	"3962"	4483837	4484280	0	4483837	4484280	NA
"b4260"	"pepA"	4484440	4485951	"-"	2	"b4260,carP,ECK120000686,ECK4253,EG10694,pepA,xerB"	"CarP,ECK120005162,NP_418681.1,PepA,XerB"	"ECK120000686"	"pepA"	"b4260"	"-"	NA	"ECK120005162"	"aminopeptidase A/I"	NA	"b4260"	"pepA"	"non-essential"	"aminopeptidase A/I"	"-"	"CDS"	"11"	4484440	4485951	1	4484440	4485951	1
"b4800"	"ytgA"	4486105	4486155	"+"	0	"b4800,ECK125286424,ECK4657,G0-17046,ytgA"	"ECK125286463,YtgA"	"ECK125286424"	"ytgA"	"b4800"	"+"	NA	"ECK125286463"	"protein YtgA"	NA	"b4800"	"ytgA"	NA	"ytgA"	"+"	"CDS"	"9045"	4486105	4486155	0	4486105	4486155	NA
"b4261"	"lptF"	4486218	4487318	"+"	0	"b4261,ECK120004383,ECK4254,G7888,lptF,yjgP"	"ECK120008822,LptF,NP_418682.1,YjgP"	"ECK120004383"	"lptF"	"b4261"	"+"	NA	"ECK120008822"	"lipopolysaccharide transport system protein LptF"	NA	"b4261"	"lptF"	NA	"lipopolysaccharide transport system protein LptF"	"+"	"CDS"	"3963"	4486218	4487318	0	4486218	4487318	NA
"b4262"	"lptG"	4487318	4488400	"+"	0	"b4262,ECK120004384,ECK4255,G7889,lptG,yjgQ"	"ECK120008823,LptG,NP_418683.4,YjgQ"	"ECK120004384"	"lptG"	"b4262"	"+"	NA	"ECK120008823"	"lipopolysaccharide transport system protein LptG"	NA	"b4262"	"lptG"	NA	"lipopolysaccharide transport system protein LptG"	"+"	"CDS"	"3964"	4487318	4488400	0	4487318	4488400	NA
"b4263"	"yjgR"	4488561	4490063	"-"	0	"b4263,ECK120004385,ECK4256,G7890,yjgR"	"ECK120008824,NP_418684.1,YjgR"	"ECK120004385"	"yjgR"	"b4263"	"-"	NA	"ECK120008824"	"DUF853 domain-containing protein YjgR"	NA	"b4263"	"yjgR"	NA	"DUF853 domain-containing protein YjgR"	"-"	"CDS"	"3965"	4488561	4490063	0	4488561	4490063	NA
"b4264"	"idnR"	4490141	4491139	"-"	2	"b4264,ECK120004386,ECK4257,G7891,gntH,gntS?,idnR,yjgS"	"ECK120008825,GntH,IdnR,NP_418685.1,YjgS"	"ECK120004386"	"idnR"	"b4264"	"-"	NA	"ECK120008825"	"DNA-binding transcriptional dual regulator IdnR"	NA	"b4264"	"idnR"	"non-essential"	"DNA-binding transcriptional dual regulator IdnR"	"-"	"CDS"	"108"	4490141	4491139	1	4490141	4491139	1
"b4265"	"idnT"	4491206	4492525	"-"	0	"b4265,ECK120002317,ECK4258,EG12539,gntW,idnT,yjgT"	"ECK120006792,GntW,IdnT,NP_418686.1,YjgT"	"ECK120002317"	"idnT"	"b4265"	"-"	NA	"ECK120006792"	"L-idonate/5-ketogluconate/gluconate transporter"	NA	"b4265"	"idnT"	NA	"L-idonate/5-ketogluconate/gluconate transporter"	"-"	"CDS"	"3966"	4491206	4492525	0	4491206	4492525	NA
"b4266"	"idnO"	4492587	4493351	"-"	0	"b4266,ECK120004387,ECK4259,G7892,idnO,yjgU"	"ECK120008826,IdnO,NP_418687.1,YjgU"	"ECK120004387"	"idnO"	"b4266"	"-"	NA	"ECK120008826"	"5-keto-D-gluconate 5-reductase"	NA	"b4266"	"idnO"	NA	"5-keto-D-gluconate 5-reductase"	"-"	"CDS"	"3967"	4492587	4493351	0	4492587	4493351	NA
"b4267"	"idnD"	4493375	4494406	"-"	0	"b4267,ECK120004388,ECK4260,G7893,idnD,yjgV"	"ECK120008827,IdnD,NP_418688.1,YjgV"	"ECK120004388"	"idnD"	"b4267"	"-"	NA	"ECK120008827"	"L-idonate 5-dehydrogenase"	NA	"b4267"	"idnD"	NA	"L-idonate 5-dehydrogenase"	"-"	"CDS"	"3968"	4493375	4494406	0	4493375	4494406	NA
"b4268"	"idnK"	4494623	4495186	"+"	0	"b4268,ECK120002051,ECK4261,EG12152,gntV,idnK"	"ECK120006527,gluconokinase II,GntV,IdnK,NP_418689.1"	"ECK120002051"	"idnK"	"b4268"	"+"	NA	"ECK120006527"	"D-gluconate kinase, thermosensitive"	NA	"b4268"	"idnK"	NA	"D-gluconate kinase, thermosensitive"	"+"	"CDS"	"3969"	4494623	4495186	0	4494623	4495186	NA
"b4269"	"ahr"	4495190	4496209	"-"	0	"ahr,b4269,ECK120001400,ECK4262,EG11436,yjgB"	"AdhZ3,Ahr,ECK120005876,NP_418690.4,YjgB"	"ECK120001400"	"ahr"	"b4269"	"-"	NA	"ECK120005876"	"aldehyde reductase, NADPH-dependent"	NA	"b4269"	"ahr"	NA	"aldehyde reductase, NADPH-dependent"	"-"	"CDS"	"3970"	4495190	4496209	0	4495190	4496209	NA
"b4270"	"leuX"	4496405	4496489	"+"	0	"b4270,b4270_tRNA_4496404_4496489,ECK120002495,ECK4263,EG30053,leuX,Su-6,supP"	"ECK120006970,tRNA<sup>leuX</sup>"	"ECK120002495"	"leuX"	"b4270"	"+"	NA	"ECK120006970"	"tRNA-Leu(CAA)"	"tRNAs"	"b4270_tRNA_4496404_4496489"	"leuX"	NA	"tRNA-Leu"	"+"	"tRNA"	"9046"	4496405	4496489	0	4496405	4496489	NA
"b4271"	"intB"	4496750	4497940	"+"	0	"b4271,ECK120002232,ECK4264,EG12364,int(P4),intB,yjgC"	"ECK120006707"	"ECK120002232"	"intB"	"b4271"	"+"	"Pseudo Gene"	"ECK120006707"	"KpLE2 phage-like element; putative integrase"	NA	"b4271"	"intB"	NA	"KpLE2 phage-like element; putative integrase"	"+"	"CDS"	"4247"	4496750	4497940	0	4496750	4497940	NA
"b4272"	"insC6"	4498272	4498637	"+"	0	"b4272,ECK0357,ECK120004389,G7894,insC-6,insC6,yi21-6"	"ECK125141549,InsC6,NP_418692.2"	"ECK120004389"	"insC6"	"b4272"	"+"	NA	"ECK125141549"	"KpLE2 phage-like element; IS2 insertion element repressor InsA"	NA	"b4272"	"insC-6"	NA	"KpLE2 phage-like element; IS2 insertion element repressor InsA"	"+"	"CDS"	"4300"	4498272	4498637	0	4498272	4498637	0
"ECK120023922"	"insCD6"	4498272	4499500	"+"	0	"ECK120023922,G0-10546,insCD6,U00096_CDS_4498271_4499500"	"ECK125141528,InsAB'"	"ECK120023922"	"insCD6"	NA	"+"	NA	"ECK125141528"	"IS2 element transposase InsAB'"	NA	"U00096_CDS_4498271_4499500"	"insCD6"	NA	"insCD6"	"+"	"CDS"	"9047"	4498272	4499500	NA	NA	NA	NA
"b4273"	"insD6"	4498595	4499500	"+"	0	"b4273,ECK0358,ECK120004390,G7895,insD-6,insD6,yi22-6"	"ECK125276550,InsD6,NP_418693.1"	"ECK120004390"	"insD6"	"b4273"	"+"	NA	"ECK125276550"	"KpLE2 phage-like element; IS2 insertion element protein InsB"	NA	"b4273"	"insD-6"	NA	"KpLE2 phage-like element; IS2 insertion element protein InsB"	"+"	"CDS"	"4301"	4498595	4499500	0	4498595	4499500	0
"b4575"	"yjgX"	4499593	4500791	"-"	0	"b4275,b4276,b4560,b4575,ECK120004393,ECK4266,G7898,yjgX,yjgY"	"ECK120008830"	"ECK120004393"	"yjgX"	"b4575"	"-"	"Pseudo Gene"	"ECK120008830"	"KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment"	NA	"b4575"	"yjgX"	NA	"KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment"	"-"	"CDS"	"4248"	4499593	4500791	0	4499593	4500791	NA
"b4274"	"yjgW"	4499599	4499934	"+"	0	"b4274,ECK120004391,ECK4265,G7896,yjgW"	""	"ECK120004391"	"yjgW"	"b4274"	"+"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4499599	4499934	0	NA	NA	NA
"b4277"	"yjgZ"	4501260	4501589	"+"	0	"b4277,ECK120004394,ECK4267,G7899,yjgZ"	"ECK120008831,NP_418697.1,YjgZ"	"ECK120004394"	"yjgZ"	"b4277"	"+"	NA	"ECK120008831"	"KpLE2 phage-like element; uncharacterized protein YjgZ"	NA	"b4277"	"yjgZ"	NA	"KpLE2 phage-like element; uncharacterized protein YjgZ"	"+"	"CDS"	"3971"	4501260	4501589	0	4501260	4501589	NA
"b4278"	"insG"	4502103	4503431	"-"	0	"b4278,ECK120004395,ECK4268,G7900,insG,yi41"	"ECK120008832,InsG,NP_418698.1"	"ECK120004395"	"insG"	"b4278"	"-"	NA	"ECK120008832"	"KpLE2 phage-like element; IS<i>4</i> putative transposase"	NA	"b4278"	"insG"	NA	"KpLE2 phage-like element; IS4 putative transposase"	"-"	"CDS"	"3972"	4502103	4503431	0	4502103	4503431	NA
"b4279"	"yjhB"	4504058	4505275	"+"	0	"b4279,ECK120002318,ECK4269,EG12544,nanX,yjhB"	"ECK120006793,NP_418699.4,YjhB"	"ECK120002318"	"yjhB"	"b4279"	"+"	NA	"ECK120006793"	"putative sialic acid transporter"	NA	"b4279"	"yjhB"	NA	"putative sialic acid transporter"	"+"	"CDS"	"3973"	4504058	4505275	0	4504058	4505275	NA
"b4280"	"yjhC"	4505287	4506405	"+"	0	"b4280,ECK120004396,ECK4270,G7901,nanY,yjhC"	"ECK120008833,NP_418700.2,YjhC"	"ECK120004396"	"yjhC"	"b4280"	"+"	NA	"ECK120008833"	"KpLE2 phage-like element; putative sialic acid oxidoreductase YjhC"	NA	"b4280"	"yjhC"	NA	"KpLE2 phage-like element; putative oxidoreductase YjhC"	"+"	"CDS"	"3974"	4505287	4506405	0	4505287	4506405	NA
"b4655"	"ythA"	4506448	4506573	"+"	0	"b4655,ECK120033233,ECK4434,G0-10616,ythA"	"ECK120033234,YP_001491548.1,YthA"	"ECK120033233"	"ythA"	"b4655"	"+"	NA	"ECK120033234"	"KpLE2 phage-like element; uncharacterized protein YthA"	NA	"b4655"	"ythA"	NA	"KpLE2 phage-like element; uncharacterized protein YthA"	"+"	"CDS"	"3975"	4506448	4506573	0	4506448	4506573	NA
"b4281"	"yjhD"	4506626	4506856	"-"	0	"b4281,ECK120004397,ECK4271,G7902,yjhD"	"ECK120008834"	"ECK120004397"	"yjhD"	"b4281"	"-"	"Pseudo Gene"	"ECK120008834"	"KpLE2 phage-like element; surface adhesin E-like protein"	NA	"b4281"	"yjhD"	NA	"KpLE2 phage-like element; surface adhesin E-like protein"	"-"	"CDS"	"4249"	4506626	4506856	0	4506626	4506856	NA
"b4282"	"yjhE"	4506861	4507109	"+"	0	"b4282,ECK120004398,ECK4272,G7903,yjhE"	"ECK120008835"	"ECK120004398"	"yjhE"	"b4282"	"+"	"Pseudo Gene"	"ECK120008835"	"KpLE2 phage-like element; putative membrane protein (pseudogene)"	NA	"b4282"	"yjhE"	NA	"KpLE2 phage-like element; putative membrane protein (pseudogene)"	"+"	"CDS"	"4250"	4506861	4507109	0	4506861	4507109	NA
"b4623"	"insO"	4507197	4509793	"+"	0	"b4283,b4285,b4562,b4623,ECK0257,ECK120004399,ECK4274,ECK4275,ECK4476,G7904,insN-2,insN2,insO,insO2,yi91,yi91b,yjhW"	"ECK120008836"	"ECK120004399"	"insO"	"b4623"	NA	"Pseudo Gene"	"ECK120008836"	"KpLE2 phage-like element; IS911B regulator fragment"	NA	"b4623"	"insO"	NA	"KpLE2 phage-like element; IS911B regulator fragment"	"+"	"CDS"	"4251"	NA	NA	0	4507197	4509793	NA
"b4284"	"insI3"	4507466	4508617	"-"	0	"b4284,ECK0258,ECK120004400,G7905,insI-3,insI3,tra8-3"	"ECK125141550,InsI3,NP_418704.1,Tra8-3"	"ECK120004400"	"insI3"	"b4284"	"-"	NA	"ECK125141550"	"KpLE2 phage-like element; IS30 transposase"	NA	"b4284"	"insI-3"	NA	"KpLE2 phage-like element; IS30 transposase"	"-"	"CDS"	"4302"	4507466	4508617	0	4507466	4508617	0
"b4561"	"insM"	4508684	4508942	"-"	0	"b4561,ECK120026457,ECK4273,G0-10567,insM"	""	"ECK120026457"	"insM"	"b4561"	"-"	"Pseudo Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4508684	4508942	0	NA	NA	NA
"b4286"	"yjhV"	4509804	4510133	"+"	0	"b4286,ECK120004402,ECK4276,G7907,yjhV"	"ECK120008838"	"ECK120004402"	"yjhV"	"b4286"	"+"	"Pseudo Gene"	"ECK120008838"	"KpLE2 phage-like element; putative uncharacterized protein YjhV"	NA	"b4286"	"yjhV"	NA	"KpLE2 phage-like element; putative uncharacterized protein YjhV"	"+"	"CDS"	"4253"	4509804	4510133	0	4509804	4510133	NA
"b4287"	"fecE"	4510690	4511457	"-"	0	"b4287,ECK120000284,ECK4277,EG10290,fecE"	"ECK120004760,FecE,ferric dicitrate ABC transporter - ATP binding subunit,NP_418707.1"	"ECK120000284"	"fecE"	"b4287"	"-"	NA	"ECK120004760"	"ferric citrate ABC transporter ATP binding subunit"	NA	"b4287"	"fecE"	NA	"ferric citrate ABC transporter ATP binding subunit"	"-"	"CDS"	"3976"	4510690	4511457	0	4510690	4511457	NA
"b4288"	"fecD"	4511458	4512414	"-"	0	"b4288,ECK120000283,ECK4278,EG10289,fecD"	"ECK120004759,FecD,NP_418708.1"	"ECK120000283"	"fecD"	"b4288"	"-"	NA	"ECK120004759"	"ferric citrate ABC transporter membrane subunit FecD"	NA	"b4288"	"fecD"	NA	"ferric citrate ABC transporter membrane subunit FecD"	"-"	"CDS"	"3977"	4511458	4512414	0	4511458	4512414	NA
"b4289"	"fecC"	4512411	4513409	"-"	0	"b4289,ECK120000282,ECK4279,EG10288,fecC"	"ECK120004758,FecC,NP_418709.1"	"ECK120000282"	"fecC"	"b4289"	"-"	NA	"ECK120004758"	"ferric citrate ABC transporter membrane subunit FecC"	NA	"b4289"	"fecC"	NA	"ferric citrate ABC transporter membrane subunit FecC"	"-"	"CDS"	"3978"	4512411	4513409	0	4512411	4513409	NA
"b4290"	"fecB"	4513406	4514308	"-"	0	"b4290,ECK120000281,ECK4280,EG10287,fecB"	"ECK120004757,FecB,ferric dicitrate ABC transporter - periplasmic binding protein,NP_418710.4"	"ECK120000281"	"fecB"	"b4290"	"-"	NA	"ECK120004757"	"ferric citrate ABC transporter periplasmic binding protein"	NA	"b4290"	"fecB"	NA	"ferric citrate ABC transporter periplasmic binding protein"	"-"	"CDS"	"3979"	4513406	4514308	0	4513406	4514308	NA
"b4291"	"fecA"	4514353	4516677	"-"	0	"b4291,ECK120000280,ECK4281,EG10286,fecA"	"ECK120004756,FecA,NP_418711.1"	"ECK120000280"	"fecA"	"b4291"	"-"	NA	"ECK120004756"	"ferric citrate outer membrane transporter"	NA	"b4291"	"fecA"	NA	"ferric citrate outer membrane transporter"	"-"	"CDS"	"3980"	4514353	4516677	0	4514353	4516677	NA
"b4292"	"fecR"	4516764	4517717	"-"	0	"b4292,ECK120000286,ECK4282,EG10292,fecR"	"anti-sigma factor FecR,ECK120004762,FecR,NP_418712.1"	"ECK120000286"	"fecR"	"b4292"	"-"	NA	"ECK120004762"	"ferric citrate regulator FecR"	NA	"b4292"	"fecR"	NA	"regulator for fec operon, periplasmic"	"-"	"CDS"	"3981"	4516764	4517717	0	4516764	4517717	NA
"b4293"	"fecI"	4517714	4518235	"-"	0	"b4293,ECK120000285,ECK4283,EG10291,fecI"	" sigma 19 factor,&sigma;19,ECK120004761,FecI,NP_418713.1,RNA polymerase"	"ECK120000285"	"fecI"	"b4293"	"-"	NA	"ECK120004761"	"RNA polymerase sigma factor FecI"	NA	"b4293"	"fecI"	NA	"RNA polymerase sigma factor FecI"	"-"	"CDS"	"3982"	4517714	4518235	0	4517714	4518235	NA
"b4801"	"ykiE"	4518372	4518440	"+"	0	"b4801,ECK125286399,ECK4658,G0-17047,ykiE"	"ECK125286436,YkiE"	"ECK125286399"	"ykiE"	"b4801"	"+"	NA	"ECK125286436"	"protein YkiE"	NA	"b4801"	"ykiE"	NA	"ykiE"	"+"	"CDS"	"9048"	4518372	4518440	0	4518372	4518440	NA
"b4294"	"insA7"	4518527	4518802	"+"	0	"b4294,ECK0023,ECK120004403,G7908,insA-7,insA7"	"ECK120008839,InsA7,NP_418714.1"	"ECK120004403"	"insA7"	"b4294"	"+"	NA	"ECK120008839"	"KpLE2 phage-like element; IS1 repressor protein InsA"	NA	"b4294"	"insA-7"	NA	"KpLE2 phage-like element; IS1 repressor protein InsA"	"+"	"CDS"	"4303"	4518527	4518802	0	4518527	4518802	0
"b4576"	"insB7"	4518721	4519224	"+"	0	"b4563,b4564,b4576,ECK0022,ECK120026458,G0-10569,insB7"	""	"ECK120026458"	"insB7"	"b4576"	"+"	"Pseudo Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4518721	4519224	0	NA	NA	NA
"b4295"	"yjhU"	4519338	4520324	"-"	1	"b4295,ECK120004404,ECK4284,G7909,yjhU"	"ECK120008840,NP_418715.2,YjhU"	"ECK120004404"	"yjhU"	"b4295"	"-"	NA	"ECK120008840"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU"	NA	"b4295"	"yjhU"	"non-essential"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU"	"-"	"CDS"	"284"	4519338	4520324	0	4519338	4520324	1
"b4296"	"yjhF"	4520671	4522020	"-"	0	"b4296,ECK120002319,ECK4285,EG12548,yjhF"	"ECK120006794,NP_418716.1,YjhF"	"ECK120002319"	"yjhF"	"b4296"	"-"	NA	"ECK120006794"	"KpLE2 phage-like element; putative transporter YjhF"	NA	"b4296"	"yjhF"	NA	"KpLE2 phage-like element; putative transporter YjhF"	"-"	"CDS"	"3983"	4520671	4522020	0	4520671	4522020	NA
"b4297"	"yjhG"	4522127	4524094	"-"	0	"b4297,ECK120004405,ECK4286,G7910,yjhG"	"ECK120008841,NP_418717.1,YjhG"	"ECK120004405"	"yjhG"	"b4297"	"-"	NA	"ECK120008841"	"KpLE2 phage-like element; D-xylonate dehydratase"	NA	"b4297"	"yjhG"	NA	"KpLE2 phage-like element; D-xylonate dehydratase"	"-"	"CDS"	"3984"	4522127	4524094	0	4522127	4524094	NA
"b4298"	"yjhH"	4524105	4525010	"-"	0	"b4298,ECK120004406,ECK4287,G7911,yjhH"	"ECK120008842,NP_418718.4,YjhH"	"ECK120004406"	"yjhH"	"b4298"	"-"	NA	"ECK120008842"	"KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase"	NA	"b4298"	"yjhH"	NA	"KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase"	"-"	"CDS"	"3985"	4524105	4525010	0	4524105	4525010	NA
"b4299"	"yjhI"	4525015	4525803	"-"	1	"b4299,ECK120004407,ECK4288,G7912,yjhI"	"ECK120008843,NP_418719.1,YjhI"	"ECK120004407"	"yjhI"	"b4299"	"-"	NA	"ECK120008843"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI"	NA	"b4299"	"yjhI"	"non-essential"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI"	"-"	"CDS"	"283"	4525015	4525803	0	4525015	4525803	1
"b4300"	"sgcR"	4526106	4526888	"-"	1	"b4300,ECK120004408,ECK4289,G7913,sgcR,yjhJ"	"ECK120008844,NP_418720.1,SgcR,YjhJ"	"ECK120004408"	"sgcR"	"b4300"	"-"	NA	"ECK120008844"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR"	NA	"b4300"	"sgcR"	"non-essential"	"KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR"	"-"	"CDS"	"194"	4526106	4526888	0	4526106	4526888	1
"b4301"	"sgcE"	4526905	4527537	"-"	0	"b4301,ECK120004409,ECK4290,G7914,sgcE,yjhK"	"ECK120008845,NP_418721.1,SgcE,YjhK"	"ECK120004409"	"sgcE"	"b4301"	"-"	NA	"ECK120008845"	"KpLE2 phage-like element; putative epimerase SgcE"	NA	"b4301"	"sgcE"	NA	"KpLE2 phage-like element; putative epimerase SgcE"	"-"	"CDS"	"3986"	4526905	4527537	0	4526905	4527537	NA
"b4302"	"sgcA"	4527549	4527980	"-"	0	"b4302,ECK120002320,ECK4291,EG12554,sgcA,yjhL"	"ECK120006795,EIIA<sup>Sgc</sup>,Enzyme IIA<sup>Sgc</sup>,NP_418722.1,SgcA,YjhL"	"ECK120002320"	"sgcA"	"b4302"	"-"	NA	"ECK120006795"	"putative PTS enzyme IIA component SgcA"	NA	"b4302"	"sgcA"	NA	"putative PTS enzyme IIA component SgcA"	"-"	"CDS"	"3987"	4527549	4527980	0	4527549	4527980	NA
"b4624"	"ryjB"	4527977	4528066	"+"	0	"b4624,b4624_ncRNA_4527976_4528066,ECK120030092,ECK4431,G0-10609,ryjB"	"ECK120030118,ig:2665,small RNA RyjB"	"ECK120030092"	"ryjB"	"b4624"	"+"	NA	"ECK120030118"	"RyjB"	"small RNA"	"b4624_ncRNA_4527976_4528066"	"ryjB"	NA	"small RNA RyjB"	"+"	"ncRNA"	"9049"	4527977	4528066	0	4527977	4528066	NA
"b4303"	"sgcQ"	4528111	4528917	"-"	0	"b4303,ECK120004410,ECK4292,G7915,sgcQ,yjhM"	"ECK120008846,NP_418723.1,SgcQ,YjhM"	"ECK120004410"	"sgcQ"	"b4303"	"-"	NA	"ECK120008846"	"KpLE2 phage-like element; putative nucleoside triphosphatase"	NA	"b4303"	"sgcQ"	NA	"KpLE2 phage-like element; putative nucleoside triphosphatase"	"-"	"CDS"	"3988"	4528111	4528917	0	4528111	4528917	NA
"b4304"	"sgcC"	4528930	4530243	"-"	0	"b4304,ECK120002321,ECK4293,EG12556,sgcC,yjhN"	"ECK120006796,EIIC<sup>Sgc</sup>,Enzyme IIC<sup>Sgc</sup>,NP_418724.1,SgcC,YjhN"	"ECK120002321"	"sgcC"	"b4304"	"-"	NA	"ECK120006796"	"putative PTS enzyme IIC component SgcC"	NA	"b4304"	"sgcC"	NA	"putative PTS enzyme IIC component SgcC"	"-"	"CDS"	"3989"	4528930	4530243	0	4528930	4530243	NA
"b4565"	"sgcB"	4530255	4530533	"-"	0	"b4565,ECK120015144,ECK4294,G0-10241,sgcB"	"ECK120015148,EIIB<sup>Sgc</sup>,Enzyme IIB<sup>Sgc</sup>,SgcB,YP_588476.1"	"ECK120015144"	"sgcB"	"b4565"	"-"	NA	"ECK120015148"	"putative PTS enzyme IIB component SgcB"	NA	"b4565"	"sgcB"	NA	"putative PTS enzyme IIB component SgcB"	"-"	"CDS"	"3990"	4530255	4530533	0	4530255	4530533	NA
"b4305"	"sgcX"	4530530	4531651	"-"	0	"b4305,ECK120002322,ECK4295,EG12557,sgcX,yjhO"	"ECK120006797,NP_418725.4,SgcX,YjhO"	"ECK120002322"	"sgcX"	"b4305"	"-"	NA	"ECK120006797"	"KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain"	NA	"b4305"	"sgcX"	NA	"KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain"	"-"	"CDS"	"3991"	4530530	4531651	0	4530530	4531651	NA
"b4656"	"yjhY"	4532050	4532310	"-"	0	"b4656,ECK125240984,ECK4453,G0-16671,yjhY"	""	"ECK125240984"	"yjhY"	"b4656"	"-"	"Pseudo Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4532050	4532310	0	NA	NA	NA
"b4306"	"yjhP"	4532437	4533183	"-"	0	"b4306,ECK120004411,ECK4296,G7916,yjhP"	"ECK120008847,NP_418726.1,YjhP"	"ECK120004411"	"yjhP"	"b4306"	"-"	NA	"ECK120008847"	"KpLE2 phage-like element; putative methyltransferase YjhP"	NA	"b4306"	"yjhP"	NA	"KpLE2 phage-like element; putative methyltransferase YjhP"	"-"	"CDS"	"3992"	4532437	4533183	0	4532437	4533183	NA
"b4307"	"yjhQ"	4533239	4533784	"-"	0	"b4307,ECK120004412,ECK4297,G7917,yjhQ"	"ECK120008848,KpLE2 phage-like element; antitoxin of the TopAI-YjhQ toxin-antitoxin system; putative acetyltransferase,NP_418727.1,YjhQ"	"ECK120004412"	"yjhQ"	"b4307"	"-"	NA	"ECK120008848"	"KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ"	NA	"b4307"	"yjhQ"	NA	"KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ"	"-"	"CDS"	"3993"	4533239	4533784	0	4533239	4533784	NA
"b4566"	"topAI"	4533796	4534053	"-"	0	"b4566,ECK120016325,ECK4298,G0-10473,topAI,yjhX"	"ECK120016398,TopAI,YjhX,YP_588477.1"	"ECK120016325"	"topAI"	"b4566"	"-"	NA	"ECK120016398"	"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor"	NA	"b4566"	"yjhX"	NA	"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor"	"-"	"CDS"	"3994"	4533796	4534053	0	4533796	4534053	NA
"b4657"	"yjhZ"	4534430	4534675	"-"	0	"b4657,ECK125240985,ECK4455,G0-16672,yjhZ"	"ECK125276579"	"ECK125240985"	"yjhZ"	"b4657"	"-"	"Pseudo Gene"	"ECK125276579"	"KpLE2 phage-like element; putative acetyltransferase YjhZ"	NA	"b4657"	"yjhZ"	NA	"KpLE2 phage-like element; putative acetyltransferase YjhZ"	"-"	"CDS"	"4255"	4534430	4534675	0	4534430	4534675	NA
"b4308"	"yjhR"	4535015	4536031	"+"	0	"b4308,ECK120004413,ECK4299,G7918,yjhR"	"ECK120008849"	"ECK120004413"	"yjhR"	"b4308"	"+"	"Pseudo Gene"	"ECK120008849"	"KpLE2 phage-like element; PLD-like domain-containing protein YjhR"	NA	"b4308"	"yjhR"	NA	"KpLE2 phage-like element; PLD-like domain-containing protein YjhR"	"+"	"CDS"	"4256"	4535015	4536031	0	4535015	4536031	NA
